run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v2_B_group_openai_20260729T113225368545,v2,v2+p24c5893dba66+t6fffa9ec6f83,group,G04_confirm_before_send_text,False,wrong_boundary,,clarify,clarify,True,True,True,
v2_B_group_openai_20260729T113225368545,v2,v2+p24c5893dba66+t6fffa9ec6f83,group,G05_missing_account_pronoun,False,missing_info,,clarify,clarify,True,True,True,
v2_B_group_openai_20260729T113225368545,v2,v2+p24c5893dba66+t6fffa9ec6f83,group,G06_switch_account_to_topic,True,wrong_tool,,social_search,social_search,True,True,True,
v2_B_group_openai_20260729T113225368545,v2,v2+p24c5893dba66+t6fffa9ec6f83,group,G07_widen_timeframe_after_correction,True,wrong_arg_value,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'AI', got 'tin tức AI'"
v2_B_group_openai_20260729T113225368545,v2,v2+p24c5893dba66+t6fffa9ec6f83,group,G08_cancelled_before_acting,True,unnecessary_tool,,no_tool,,True,True,True,
v2_B_group_openai_20260729T113225368545,v2,v2+p24c5893dba66+t6fffa9ec6f83,group,G09_missing_url_not_supplied_by_context,True,missing_info,,clarify,clarify,True,True,True,
v2_B_group_openai_20260729T113225368545,v2,v2+p24c5893dba66+t6fffa9ec6f83,group,G10_send_after_explicit_confirm,True,wrong_boundary,,send,send,True,True,True,
v2_B_group_openai_20260729T114922528868,v2,v2+p24c5893dba66+tcf6eac4369da,group,G01_extract_entities_usage,False,wrong_tool,,extract_entities,extract_entities,True,True,True,
v2_B_group_openai_20260729T114922528868,v2,v2+p24c5893dba66+tcf6eac4369da,group,G02_rank_sources_usage,False,wrong_tool,provider_error,rank_sources,,False,False,False,TypeError: '<' not supported between instances of 'dict' and 'dict'
v2_B_group_openai_20260729T114922528868,v2,v2+p24c5893dba66+tcf6eac4369da,group,G03_out_of_scope_translation,False,out_of_scope,,no_tool,,True,True,True,
v2_B_group_openai_20260729T114922528868,v2,v2+p24c5893dba66+tcf6eac4369da,group,G04_confirm_before_send_text,False,wrong_boundary,,clarify,clarify,True,True,True,
v2_B_group_openai_20260729T114922528868,v2,v2+p24c5893dba66+tcf6eac4369da,group,G05_missing_account_pronoun,False,missing_info,,clarify,clarify,True,True,True,
v2_B_group_openai_20260729T114922528868,v2,v2+p24c5893dba66+tcf6eac4369da,group,G06_switch_account_to_topic,True,wrong_tool,,social_search,social_search,True,True,True,
v2_B_group_openai_20260729T114922528868,v2,v2+p24c5893dba66+tcf6eac4369da,group,G07_widen_timeframe_after_correction,True,wrong_arg_value,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'AI', got 'tin tức AI'"
v2_B_group_openai_20260729T114922528868,v2,v2+p24c5893dba66+tcf6eac4369da,group,G08_save_note_after_confirm,True,wrong_boundary,,save_note,save_note,True,True,True,
v2_B_group_openai_20260729T114922528868,v2,v2+p24c5893dba66+tcf6eac4369da,group,G09_missing_url_not_supplied_by_context,True,missing_info,,clarify,clarify,True,True,True,
v2_B_group_openai_20260729T114922528868,v2,v2+p24c5893dba66+tcf6eac4369da,group,G10_dedupe_tool_usage,False,wrong_tool,provider_error,dedupe,,False,False,False,TypeError: '<' not supported between instances of 'dict' and 'dict'
